Country,Region,GNI,Sex,Indicator,2013,2014,2015,2016,2017,2018
Cote d'Ivoire,Sub Saharan Africa,Lower-Middle,both,"Literacy rate, adult gender difference (%)",NaN,-13.91765,NaN,NaN,NaN,-13.15757
Cote d'Ivoire,Sub Saharan Africa,Lower-Middle,male,"Literacy rate, adult male (% of males ages 15 and above)",NaN,50.7019,NaN,NaN,NaN,53.65694
Cote d'Ivoire,Sub Saharan Africa,Lower-Middle,both,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",NaN,0.79561,NaN,NaN,NaN,0.83053
Cote d'Ivoire,Sub Saharan Africa,Lower-Middle,female,"Literacy rate, youth female (% of females ages 15-24)",NaN,47.03975,NaN,NaN,NaN,53.0251
Cote d'Ivoire,Sub Saharan Africa,Lower-Middle,both,"Literacy rate, youth gender difference (%)",NaN,-12.0846,NaN,NaN,NaN,-10.81982
Cote d'Ivoire,Sub Saharan Africa,Lower-Middle,male,"Literacy rate, youth male (% of males ages 15-24)",NaN,59.12435,NaN,NaN,NaN,63.84492
Cote d'Ivoire,Sub Saharan Africa,Lower-Middle,female,Mean performance on the mathematics scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Cote d'Ivoire,Sub Saharan Africa,Lower-Middle,both,Mean performance on the mathematics scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Cote d'Ivoire,Sub Saharan Africa,Lower-Middle,male,Mean performance on the mathematics scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Cote d'Ivoire,Sub Saharan Africa,Lower-Middle,female,Mean performance on the reading scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Cote d'Ivoire,Sub Saharan Africa,Lower-Middle,both,Mean performance on the reading scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Cote d'Ivoire,Sub Saharan Africa,Lower-Middle,male,Mean performance on the reading scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Cote d'Ivoire,Sub Saharan Africa,Lower-Middle,female,Mean performance on the science scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Cote d'Ivoire,Sub Saharan Africa,Lower-Middle,both,Mean performance on the science scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Cote d'Ivoire,Sub Saharan Africa,Lower-Middle,male,Mean performance on the science scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Cote d'Ivoire,Sub Saharan Africa,Lower-Middle,female,"Youth illiterate population, 15-24 years, % female",NaN,56.05514,NaN,NaN,NaN,NaN
Cote d'Ivoire,Sub Saharan Africa,Lower-Middle,male,"Youth illiterate population, 15-24 years, % male",NaN,43.94487049,NaN,NaN,NaN,NaN
Cote d'Ivoire,Sub Saharan Africa,Lower-Middle,female,"Youth illiterate population, 15-24 years, gender difference (%)",NaN,12.11026951,NaN,NaN,NaN,NaN
Croatia,Post-communist,High,female,"Adult illiterate population, 15+ years, % female",NaN,NaN,NaN,NaN,NaN,NaN
Croatia,Post-communist,High,both,"Adult literacy rate, population 15+ years, gender parity index (GPI)",NaN,NaN,NaN,NaN,NaN,NaN
Croatia,Post-communist,High,both,Learning poverty: gender difference (%),NaN,NaN,NaN,NaN,NaN,NaN
Croatia,Post-communist,High,female,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,NaN,NaN,NaN
Croatia,Post-communist,High,male,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,NaN,NaN,NaN
Croatia,Post-communist,High,female,"Literacy rate, adult female (% of females ages 15 and above)",NaN,NaN,NaN,NaN,NaN,NaN
Croatia,Post-communist,High,both,"Literacy rate, adult gender difference (%)",NaN,NaN,NaN,NaN,NaN,NaN
Croatia,Post-communist,High,male,"Literacy rate, adult male (% of males ages 15 and above)",NaN,NaN,NaN,NaN,NaN,NaN
Croatia,Post-communist,High,both,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",NaN,NaN,NaN,NaN,NaN,NaN
Croatia,Post-communist,High,female,"Literacy rate, youth female (% of females ages 15-24)",NaN,NaN,NaN,NaN,NaN,NaN
Croatia,Post-communist,High,both,"Literacy rate, youth gender difference (%)",NaN,NaN,NaN,NaN,NaN,NaN
Croatia,Post-communist,High,male,"Literacy rate, youth male (% of males ages 15-24)",NaN,NaN,NaN,NaN,NaN,NaN
Croatia,Post-communist,High,female,Mean performance on the mathematics scale. Female,NaN,NaN,457.9611917,NaN,NaN,NaN
Croatia,Post-communist,High,both,Mean performance on the mathematics scale. Gender Difference,NaN,NaN,-12.6374762,NaN,NaN,NaN
Croatia,Post-communist,High,male,Mean performance on the mathematics scale. Male,NaN,NaN,470.5986679,NaN,NaN,NaN
Croatia,Post-communist,High,female,Mean performance on the reading scale. Female,NaN,NaN,499.5857924,NaN,NaN,NaN
Croatia,Post-communist,High,both,Mean performance on the reading scale. Gender Difference,NaN,NaN,26.4491033,NaN,NaN,NaN
Croatia,Post-communist,High,male,Mean performance on the reading scale. Male,NaN,NaN,473.1366891,NaN,NaN,NaN
Croatia,Post-communist,High,female,Mean performance on the science scale. Female,NaN,NaN,472.5863456,NaN,NaN,NaN
Croatia,Post-communist,High,both,Mean performance on the science scale. Gender Difference,NaN,NaN,-5.8309789,NaN,NaN,NaN
Croatia,Post-communist,High,male,Mean performance on the science scale. Male,NaN,NaN,478.4173245,NaN,NaN,NaN
Croatia,Post-communist,High,female,"Youth illiterate population, 15-24 years, % female",NaN,NaN,NaN,NaN,NaN,NaN
Croatia,Post-communist,High,male,"Youth illiterate population, 15-24 years, % male",NaN,NaN,NaN,NaN,NaN,NaN
Croatia,Post-communist,High,female,"Youth illiterate population, 15-24 years, gender difference (%)",NaN,NaN,NaN,NaN,NaN,NaN
Cuba,Americas,Upper-Middle,female,"Adult illiterate population, 15+ years, % female",NaN,NaN,NaN,NaN,NaN,NaN
Cuba,Americas,Upper-Middle,both,"Adult literacy rate, population 15+ years, gender parity index (GPI)",NaN,NaN,NaN,NaN,NaN,NaN
Cuba,Americas,Upper-Middle,both,Learning poverty: gender difference (%),NaN,NaN,NaN,NaN,NaN,NaN
Cuba,Americas,Upper-Middle,female,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,NaN,NaN,NaN
Cuba,Americas,Upper-Middle,male,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,NaN,NaN,NaN
Cuba,Americas,Upper-Middle,female,"Literacy rate, adult female (% of females ages 15 and above)",NaN,NaN,NaN,NaN,NaN,NaN
Cuba,Americas,Upper-Middle,both,"Literacy rate, adult gender difference (%)",NaN,NaN,NaN,NaN,NaN,NaN
Cuba,Americas,Upper-Middle,male,"Literacy rate, adult male (% of males ages 15 and above)",NaN,NaN,NaN,NaN,NaN,NaN
Cuba,Americas,Upper-Middle,both,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",NaN,NaN,NaN,NaN,NaN,NaN
Cuba,Americas,Upper-Middle,female,"Literacy rate, youth female (% of females ages 15-24)",NaN,NaN,NaN,NaN,NaN,NaN
Cuba,Americas,Upper-Middle,both,"Literacy rate, youth gender difference (%)",NaN,NaN,NaN,NaN,NaN,NaN
Cuba,Americas,Upper-Middle,male,"Literacy rate, youth male (% of males ages 15-24)",NaN,NaN,NaN,NaN,NaN,NaN
Cuba,Americas,Upper-Middle,female,Mean performance on the mathematics scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Cuba,Americas,Upper-Middle,both,Mean performance on the mathematics scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Cuba,Americas,Upper-Middle,male,Mean performance on the mathematics scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Cuba,Americas,Upper-Middle,female,Mean performance on the reading scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Cuba,Americas,Upper-Middle,both,Mean performance on the reading scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Cuba,Americas,Upper-Middle,male,Mean performance on the reading scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Cuba,Americas,Upper-Middle,female,Mean performance on the science scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Cuba,Americas,Upper-Middle,both,Mean performance on the science scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Cuba,Americas,Upper-Middle,male,Mean performance on the science scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Cuba,Americas,Upper-Middle,female,"Youth illiterate population, 15-24 years, % female",NaN,NaN,NaN,NaN,NaN,NaN
Cuba,Americas,Upper-Middle,male,"Youth illiterate population, 15-24 years, % male",NaN,NaN,NaN,NaN,NaN,NaN
Cuba,Americas,Upper-Middle,female,"Youth illiterate population, 15-24 years, gender difference (%)",NaN,NaN,NaN,NaN,NaN,NaN
Cyprus,Europe,High,female,"Adult illiterate population, 15+ years, % female",NaN,NaN,NaN,NaN,NaN,NaN
Cyprus,Europe,High,both,"Adult literacy rate, population 15+ years, gender parity index (GPI)",NaN,NaN,NaN,NaN,NaN,NaN
Cyprus,Europe,High,both,Learning poverty: gender difference (%),NaN,NaN,-1.80441093,NaN,NaN,NaN
Cyprus,Europe,High,female,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,15.23851395,NaN,NaN,NaN
Cyprus,Europe,High,male,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,17.04292488,NaN,NaN,NaN
Cyprus,Europe,High,female,"Literacy rate, adult female (% of females ages 15 and above)",NaN,NaN,NaN,NaN,NaN,NaN
Cyprus,Europe,High,both,"Literacy rate, adult gender difference (%)",NaN,NaN,NaN,NaN,NaN,NaN
Cyprus,Europe,High,male,"Literacy rate, adult male (% of males ages 15 and above)",NaN,NaN,NaN,NaN,NaN,NaN
Cyprus,Europe,High,both,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",NaN,NaN,NaN,NaN,NaN,NaN
Cyprus,Europe,High,female,"Literacy rate, youth female (% of females ages 15-24)",NaN,NaN,NaN,NaN,NaN,NaN
Cyprus,Europe,High,both,"Literacy rate, youth gender difference (%)",NaN,NaN,NaN,NaN,NaN,NaN
Cyprus,Europe,High,male,"Literacy rate, youth male (% of males ages 15-24)",NaN,NaN,NaN,NaN,NaN,NaN
Cyprus,Europe,High,female,Mean performance on the mathematics scale. Female,NaN,NaN,439.5340713,NaN,NaN,NaN
Cyprus,Europe,High,both,Mean performance on the mathematics scale. Gender Difference,NaN,NaN,4.8276223,NaN,NaN,NaN
Cyprus,Europe,High,male,Mean performance on the mathematics scale. Male,NaN,NaN,434.706449,NaN,NaN,NaN
Cyprus,Europe,High,female,Mean performance on the reading scale. Female,NaN,NaN,468.6583373,NaN,NaN,NaN
Cyprus,Europe,High,both,Mean performance on the reading scale. Gender Difference,NaN,NaN,51.8312857,NaN,NaN,NaN
Cyprus,Europe,High,male,Mean performance on the reading scale. Male,NaN,NaN,416.8270516,NaN,NaN,NaN
Cyprus,Europe,High,female,Mean performance on the science scale. Female,NaN,NaN,440.9481867,NaN,NaN,NaN
Cyprus,Europe,High,both,Mean performance on the science scale. Gender Difference,NaN,NaN,16.8003652,NaN,NaN,NaN
Cyprus,Europe,High,male,Mean performance on the science scale. Male,NaN,NaN,424.1478215,NaN,NaN,NaN
Cyprus,Europe,High,female,"Youth illiterate population, 15-24 years, % female",NaN,NaN,NaN,NaN,NaN,NaN
Cyprus,Europe,High,male,"Youth illiterate population, 15-24 years, % male",NaN,NaN,NaN,NaN,NaN,NaN
Cyprus,Europe,High,female,"Youth illiterate population, 15-24 years, gender difference (%)",NaN,NaN,NaN,NaN,NaN,NaN
Czech Republic,Post-communist,High,female,"Adult illiterate population, 15+ years, % female",NaN,NaN,NaN,NaN,NaN,NaN
Czech Republic,Post-communist,High,both,"Adult literacy rate, population 15+ years, gender parity index (GPI)",NaN,NaN,NaN,NaN,NaN,NaN
Czech Republic,Post-communist,High,both,Learning poverty: gender difference (%),NaN,NaN,NaN,-1.832199097,NaN,NaN
Czech Republic,Post-communist,High,female,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,2.028298378,NaN,NaN
Czech Republic,Post-communist,High,male,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,3.860497475,NaN,NaN
Czech Republic,Post-communist,High,female,"Literacy rate, adult female (% of females ages 15 and above)",NaN,NaN,NaN,NaN,NaN,NaN
Czech Republic,Post-communist,High,both,"Literacy rate, adult gender difference (%)",NaN,NaN,NaN,NaN,NaN,NaN
Czech Republic,Post-communist,High,male,"Literacy rate, adult male (% of males ages 15 and above)",NaN,NaN,NaN,NaN,NaN,NaN
Czech Republic,Post-communist,High,both,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",NaN,NaN,NaN,NaN,NaN,NaN
Czech Republic,Post-communist,High,female,"Literacy rate, youth female (% of females ages 15-24)",NaN,NaN,NaN,NaN,NaN,NaN
Czech Republic,Post-communist,High,both,"Literacy rate, youth gender difference (%)",NaN,NaN,NaN,NaN,NaN,NaN
Czech Republic,Post-communist,High,male,"Literacy rate, youth male (% of males ages 15-24)",NaN,NaN,NaN,NaN,NaN,NaN
Czech Republic,Post-communist,High,female,Mean performance on the mathematics scale. Female,NaN,NaN,488.665606,NaN,NaN,NaN
Czech Republic,Post-communist,High,both,Mean performance on the mathematics scale. Gender Difference,NaN,NaN,-7.1285598,NaN,NaN,NaN
Czech Republic,Post-communist,High,male,Mean performance on the mathematics scale. Male,NaN,NaN,495.7941658,NaN,NaN,NaN
Czech Republic,Post-communist,High,female,Mean performance on the reading scale. Female,NaN,NaN,500.6526599,549,NaN,NaN
Czech Republic,Post-communist,High,both,Mean performance on the reading scale. Gender Difference,NaN,NaN,26.1051955,11,NaN,NaN
Czech Republic,Post-communist,High,male,Mean performance on the reading scale. Male,NaN,NaN,474.5474644,538,NaN,NaN
Czech Republic,Post-communist,High,female,Mean performance on the science scale. Female,NaN,NaN,488.3982801,NaN,NaN,NaN
Czech Republic,Post-communist,High,both,Mean performance on the science scale. Gender Difference,NaN,NaN,-8.6321242,NaN,NaN,NaN
Czech Republic,Post-communist,High,male,Mean performance on the science scale. Male,NaN,NaN,497.0304043,NaN,NaN,NaN
Czech Republic,Post-communist,High,female,"Youth illiterate population, 15-24 years, % female",NaN,NaN,NaN,NaN,NaN,NaN
Czech Republic,Post-communist,High,male,"Youth illiterate population, 15-24 years, % male",NaN,NaN,NaN,NaN,NaN,NaN
Czech Republic,Post-communist,High,female,"Youth illiterate population, 15-24 years, gender difference (%)",NaN,NaN,NaN,NaN,NaN,NaN
Democratic People's Republic of Korea,Asia Pacific,Low,female,"Adult illiterate population, 15+ years, % female",NaN,NaN,NaN,NaN,NaN,NaN
Democratic People's Republic of Korea,Asia Pacific,Low,both,"Adult literacy rate, population 15+ years, gender parity index (GPI)",NaN,NaN,NaN,NaN,NaN,NaN
Democratic People's Republic of Korea,Asia Pacific,Low,both,Learning poverty: gender difference (%),NaN,NaN,NaN,NaN,NaN,NaN
Democratic People's Republic of Korea,Asia Pacific,Low,female,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,NaN,NaN,NaN
Democratic People's Republic of Korea,Asia Pacific,Low,male,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,NaN,NaN,NaN
Democratic People's Republic of Korea,Asia Pacific,Low,female,"Literacy rate, adult female (% of females ages 15 and above)",NaN,NaN,NaN,NaN,NaN,NaN
Democratic People's Republic of Korea,Asia Pacific,Low,both,"Literacy rate, adult gender difference (%)",NaN,NaN,NaN,NaN,NaN,NaN
Democratic People's Republic of Korea,Asia Pacific,Low,male,"Literacy rate, adult male (% of males ages 15 and above)",NaN,NaN,NaN,NaN,NaN,NaN
Democratic People's Republic of Korea,Asia Pacific,Low,both,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",NaN,NaN,NaN,NaN,NaN,NaN
Democratic People's Republic of Korea,Asia Pacific,Low,female,"Literacy rate, youth female (% of females ages 15-24)",NaN,NaN,NaN,NaN,NaN,NaN
Democratic People's Republic of Korea,Asia Pacific,Low,both,"Literacy rate, youth gender difference (%)",NaN,NaN,NaN,NaN,NaN,NaN
Democratic People's Republic of Korea,Asia Pacific,Low,male,"Literacy rate, youth male (% of males ages 15-24)",NaN,NaN,NaN,NaN,NaN,NaN
Democratic People's Republic of Korea,Asia Pacific,Low,female,Mean performance on the mathematics scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Democratic People's Republic of Korea,Asia Pacific,Low,both,Mean performance on the mathematics scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Democratic People's Republic of Korea,Asia Pacific,Low,male,Mean performance on the mathematics scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Democratic People's Republic of Korea,Asia Pacific,Low,female,Mean performance on the reading scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Democratic People's Republic of Korea,Asia Pacific,Low,both,Mean performance on the reading scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Democratic People's Republic of Korea,Asia Pacific,Low,male,Mean performance on the reading scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Democratic People's Republic of Korea,Asia Pacific,Low,female,Mean performance on the science scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Democratic People's Republic of Korea,Asia Pacific,Low,both,Mean performance on the science scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Democratic People's Republic of Korea,Asia Pacific,Low,male,Mean performance on the science scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Democratic People's Republic of Korea,Asia Pacific,Low,female,"Youth illiterate population, 15-24 years, % female",NaN,NaN,NaN,NaN,NaN,NaN
Democratic People's Republic of Korea,Asia Pacific,Low,male,"Youth illiterate population, 15-24 years, % male",NaN,NaN,NaN,NaN,NaN,NaN
Democratic People's Republic of Korea,Asia Pacific,Low,female,"Youth illiterate population, 15-24 years, gender difference (%)",NaN,NaN,NaN,NaN,NaN,NaN
Denmark,Europe,High,female,"Adult illiterate population, 15+ years, % female",NaN,NaN,NaN,NaN,NaN,NaN
Denmark,Europe,High,both,"Adult literacy rate, population 15+ years, gender parity index (GPI)",NaN,NaN,NaN,NaN,NaN,NaN
Denmark,Europe,High,both,Learning poverty: gender difference (%),NaN,NaN,NaN,-1.134113074,NaN,NaN
Denmark,Europe,High,female,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,3.00267148,NaN,NaN
Denmark,Europe,High,male,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,4.136784554,NaN,NaN
Denmark,Europe,High,female,"Literacy rate, adult female (% of females ages 15 and above)",NaN,NaN,NaN,NaN,NaN,NaN
Denmark,Europe,High,both,"Literacy rate, adult gender difference (%)",NaN,NaN,NaN,NaN,NaN,NaN
Denmark,Europe,High,male,"Literacy rate, adult male (% of males ages 15 and above)",NaN,NaN,NaN,NaN,NaN,NaN
Denmark,Europe,High,both,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",NaN,NaN,NaN,NaN,NaN,NaN
Denmark,Europe,High,female,"Literacy rate, youth female (% of females ages 15-24)",NaN,NaN,NaN,NaN,NaN,NaN
Denmark,Europe,High,both,"Literacy rate, youth gender difference (%)",NaN,NaN,NaN,NaN,NaN,NaN
Denmark,Europe,High,male,"Literacy rate, youth male (% of males ages 15-24)",NaN,NaN,NaN,NaN,NaN,NaN
Denmark,Europe,High,female,Mean performance on the mathematics scale. Female,NaN,NaN,506.374751,NaN,NaN,NaN
Denmark,Europe,High,both,Mean performance on the mathematics scale. Gender Difference,NaN,NaN,-9.3817183,NaN,NaN,NaN
Denmark,Europe,High,male,Mean performance on the mathematics scale. Male,NaN,NaN,515.7564693,NaN,NaN,NaN
Denmark,Europe,High,female,Mean performance on the reading scale. Female,NaN,NaN,510.951614,554,NaN,NaN
Denmark,Europe,High,both,Mean performance on the reading scale. Gender Difference,NaN,NaN,22.1699735,13,NaN,NaN
Denmark,Europe,High,male,Mean performance on the reading scale. Male,NaN,NaN,488.7816405,541,NaN,NaN
Denmark,Europe,High,female,Mean performance on the science scale. Female,NaN,NaN,498.9027054,NaN,NaN,NaN
Denmark,Europe,High,both,Mean performance on the science scale. Gender Difference,NaN,NaN,-6.0400093,NaN,NaN,NaN
Denmark,Europe,High,male,Mean performance on the science scale. Male,NaN,NaN,504.9427147,NaN,NaN,NaN
Denmark,Europe,High,female,"Youth illiterate population, 15-24 years, % female",NaN,NaN,NaN,NaN,NaN,NaN
Denmark,Europe,High,male,"Youth illiterate population, 15-24 years, % male",NaN,NaN,NaN,NaN,NaN,NaN
Denmark,Europe,High,female,"Youth illiterate population, 15-24 years, gender difference (%)",NaN,NaN,NaN,NaN,NaN,NaN
Dominican Republic,Americas,Upper-Middle,female,"Adult illiterate population, 15+ years, % female",48.42587,48.26014,48.54702,50.77486,NaN,NaN
Dominican Republic,Americas,Upper-Middle,both,"Adult literacy rate, population 15+ years, gender parity index (GPI)",1.00876,1.00849,1.00731,0.99969,NaN,NaN
Dominican Republic,Americas,Upper-Middle,both,Learning poverty: gender difference (%),-2.03986358,NaN,NaN,NaN,NaN,NaN
Dominican Republic,Americas,Upper-Middle,female,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),79.71890259,NaN,NaN,NaN,NaN,NaN
Dominican Republic,Americas,Upper-Middle,male,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),81.75876617,NaN,NaN,NaN,NaN,NaN
Dominican Republic,Americas,Upper-Middle,female,"Literacy rate, adult female (% of females ages 15 and above)",91.25051,92.14779,92.32106,93.76413,NaN,NaN
Dominican Republic,Americas,Upper-Middle,both,"Literacy rate, adult gender difference (%)",0.79238,0.77619,0.67035,-0.02947,NaN,NaN
Dominican Republic,Americas,Upper-Middle,male,"Literacy rate, adult male (% of males ages 15 and above)",90.45813,91.3716,91.65071,93.7936,NaN,NaN
Dominican Republic,Americas,Upper-Middle,both,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",1.0154,1.0071,1.00829,1.00055,NaN,NaN
Dominican Republic,Americas,Upper-Middle,female,"Literacy rate, youth female (% of females ages 15-24)",98.25252,98.04481,98.03096,98.86737,NaN,NaN
Dominican Republic,Americas,Upper-Middle,both,"Literacy rate, youth gender difference (%)",1.48982,0.69125,0.80557,0.05478,NaN,NaN
Dominican Republic,Americas,Upper-Middle,male,"Literacy rate, youth male (% of males ages 15-24)",96.7627,97.35356,97.22539,98.81259,NaN,NaN
Dominican Republic,Americas,Upper-Middle,female,Mean performance on the mathematics scale. Female,NaN,NaN,329.7459308,NaN,NaN,NaN
Dominican Republic,Americas,Upper-Middle,both,Mean performance on the mathematics scale. Gender Difference,NaN,NaN,4.1593697,NaN,NaN,NaN
Dominican Republic,Americas,Upper-Middle,male,Mean performance on the mathematics scale. Male,NaN,NaN,325.5865611,NaN,NaN,NaN
Dominican Republic,Americas,Upper-Middle,female,Mean performance on the reading scale. Female,NaN,NaN,372.7805828,NaN,NaN,NaN
Dominican Republic,Americas,Upper-Middle,both,Mean performance on the reading scale. Gender Difference,NaN,NaN,30.6124279,NaN,NaN,NaN
Dominican Republic,Americas,Upper-Middle,male,Mean performance on the reading scale. Male,NaN,NaN,342.1681549,NaN,NaN,NaN
Dominican Republic,Americas,Upper-Middle,female,Mean performance on the science scale. Female,NaN,NaN,330.8289914,NaN,NaN,NaN
Dominican Republic,Americas,Upper-Middle,both,Mean performance on the science scale. Gender Difference,NaN,NaN,-1.6480232,NaN,NaN,NaN
Dominican Republic,Americas,Upper-Middle,male,Mean performance on the science scale. Male,NaN,NaN,332.4770146,NaN,NaN,NaN
Dominican Republic,Americas,Upper-Middle,female,"Youth illiterate population, 15-24 years, % female",34.74061,42.1382,41.15126,48.43774,NaN,NaN
Dominican Republic,Americas,Upper-Middle,male,"Youth illiterate population, 15-24 years, % male",65.25922191,57.86054963,58.84819743,51.55997848,NaN,NaN
Dominican Republic,Americas,Upper-Middle,female,"Youth illiterate population, 15-24 years, gender difference (%)",-30.51861191,-15.72234963,-17.69693743,-3.122238483,NaN,NaN
Ecuador,Americas,Upper-Middle,female,"Adult illiterate population, 15+ years, % female",58.6878,59.14918,61.63786,59.92023,NaN,NaN
Ecuador,Americas,Upper-Middle,both,"Adult literacy rate, population 15+ years, gender parity index (GPI)",0.97662,0.97897,0.9742,0.97768,NaN,NaN
Ecuador,Americas,Upper-Middle,both,Learning poverty: gender difference (%),-0.85670853,NaN,NaN,NaN,NaN,NaN
Ecuador,Americas,Upper-Middle,female,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),62.40315628,NaN,NaN,NaN,NaN,NaN
Ecuador,Americas,Upper-Middle,male,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),63.25986481,NaN,NaN,NaN,NaN,NaN
Ecuador,Americas,Upper-Middle,female,"Literacy rate, adult female (% of females ages 15 and above)",92.21808,93.25386,93.25662,93.31453,92.08669,NaN
Ecuador,Americas,Upper-Middle,both,"Literacy rate, adult gender difference (%)",-2.20765,-2.00331,-2.4696,-2.13049,-1.69237,NaN
Ecuador,Americas,Upper-Middle,male,"Literacy rate, adult male (% of males ages 15 and above)",94.42573,95.25717,95.72622,95.44502,93.77906,NaN
Ecuador,Americas,Upper-Middle,both,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",1.00054,1.00178,0.99572,1.00159,1.00295,NaN
Ecuador,Americas,Upper-Middle,female,"Literacy rate, youth female (% of females ages 15-24)",98.63248,99.18693,98.91229,99.13692,99.40242,NaN
Ecuador,Americas,Upper-Middle,both,"Literacy rate, youth gender difference (%)",0.05307,0.17619,-0.42488,0.15772,0.2926,NaN
Ecuador,Americas,Upper-Middle,male,"Literacy rate, youth male (% of males ages 15-24)",98.57941,99.01074,99.33717,98.9792,99.10982,NaN
Ecuador,Americas,Upper-Middle,female,Mean performance on the mathematics scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Ecuador,Americas,Upper-Middle,both,Mean performance on the mathematics scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Ecuador,Americas,Upper-Middle,male,Mean performance on the mathematics scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Ecuador,Americas,Upper-Middle,female,Mean performance on the reading scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Ecuador,Americas,Upper-Middle,both,Mean performance on the reading scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Ecuador,Americas,Upper-Middle,male,Mean performance on the reading scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Ecuador,Americas,Upper-Middle,female,Mean performance on the science scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Ecuador,Americas,Upper-Middle,both,Mean performance on the science scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Ecuador,Americas,Upper-Middle,male,Mean performance on the science scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Ecuador,Americas,Upper-Middle,female,"Youth illiterate population, 15-24 years, % female",48.32112,44.37931,61.4194,45.05789,NaN,NaN
Ecuador,Americas,Upper-Middle,male,"Youth illiterate population, 15-24 years, % male",51.67843215,55.62038265,38.58062,54.94166218,NaN,NaN
