"Country or Area","Year","Area","Sex","Religion","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Estonia","2000","Total","Both Sexes","Atheist","Census - de jure - complete tabulation","Final figure, complete","2002","68547","15"
"Estonia","2000","Total","Both Sexes","Baptist","Census - de jure - complete tabulation","Final figure, complete","2002","6009","15"
"Estonia","2000","Total","Both Sexes","Buddhist","Census - de jure - complete tabulation","Final figure, complete","2002","622","15"
"Estonia","2000","Total","Both Sexes","Congregational","Census - de jure - complete tabulation","Final figure, complete","2002","272","15"
"Estonia","2000","Total","Both Sexes","Full Gospel Church","Census - de jure - complete tabulation","Final figure, complete","2002","190","15"
"Estonia","2000","Total","Both Sexes","Hindu","Census - de jure - complete tabulation","Final figure, complete","2002","90","15"
"Estonia","2000","Total","Both Sexes","Jehovah Witness","Census - de jure - complete tabulation","Final figure, complete","2002","3823","15"
"Estonia","2000","Total","Both Sexes","Judaism","Census - de jure - complete tabulation","Final figure, complete","2002","257","15"
"Estonia","2000","Total","Both Sexes","Lutheran","Census - de jure - complete tabulation","Final figure, complete","2002","152237","15"
"Estonia","2000","Total","Both Sexes","Methodist","Census - de jure - complete tabulation","Final figure, complete","2002","1455","15"
"Estonia","2000","Total","Both Sexes","Mormon","Census - de jure - complete tabulation","Final figure, complete","2002","128","15"
"Estonia","2000","Total","Both Sexes","Muslim","Census - de jure - complete tabulation","Final figure, complete","2002","1387","15"
"Estonia","2000","Total","Both Sexes","Old Believers","Census - de jure - complete tabulation","Final figure, complete","2002","2515","15"
"Estonia","2000","Total","Both Sexes","Orthodox","Census - de jure - complete tabulation","Final figure, complete","2002","143554","15"
"Estonia","2000","Total","Both Sexes","Pentecostal","Census - de jure - complete tabulation","Final figure, complete","2002","2648","15"
"Estonia","2000","Total","Both Sexes","Roman Catholic","Census - de jure - complete tabulation","Final figure, complete","2002","5745","15"
"Estonia","2000","Total","Both Sexes","Other Apostolic Churches","Census - de jure - complete tabulation","Final figure, complete","2002","57","15"
"Estonia","2000","Total","Both Sexes","Other Christians","Census - de jure - complete tabulation","Final figure, complete","2002","1266","15"
"Estonia","2000","Total","Both Sexes","Other Religions","Census - de jure - complete tabulation","Final figure, complete","2002","2302","15"
"Estonia","2000","Total","Both Sexes","Refused to answer","Census - de jure - complete tabulation","Final figure, complete","2002","89691","15"
"Estonia","2000","Total","Both Sexes","No Religion","Census - de jure - complete tabulation","Final figure, complete","2002","381911","15"
"Estonia","2000","Total","Both Sexes","Not Specified","Census - de jure - complete tabulation","Final figure, complete","2002","163304","15"
"Estonia","2000","Total","Both Sexes","Charismatic Episcopal Church","Census - de jure - complete tabulation","Final figure, complete","2002","61","15"
"Estonia","2000","Total","Both Sexes","Taara or Earth Believer","Census - de jure - complete tabulation","Final figure, complete","2002","1058","15"
"Estonia","2000","Total","Both Sexes","Christian Free Congregations","Census - de jure - complete tabulation","Final figure, complete","2002","223","15"
"Estonia","2000","Total","Both Sexes","Unknown","Census - de jure - complete tabulation","Final figure, complete","2002","90297","15"
"Estonia","2000","Total","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2002","504379","15"
"Estonia","2000","Total","Male","Adventist","Census - de jure - complete tabulation","Final figure, complete","2002","508","15"
"Estonia","2000","Total","Male","Apostolic","Census - de jure - complete tabulation","Final figure, complete","2002","64","15"
"Estonia","2000","Total","Male","Atheist","Census - de jure - complete tabulation","Final figure, complete","2002","40314","15"
"Estonia","2000","Total","Male","Baptist","Census - de jure - complete tabulation","Final figure, complete","2002","1727","15"
"Estonia","2000","Total","Male","Buddhist","Census - de jure - complete tabulation","Final figure, complete","2002","343","15"
"Estonia","2000","Total","Male","Congregational","Census - de jure - complete tabulation","Final figure, complete","2002","87","15"
"Estonia","2000","Total","Male","Full Gospel Church","Census - de jure - complete tabulation","Final figure, complete","2002","61","15"
"Estonia","2000","Total","Male","Hindu","Census - de jure - complete tabulation","Final figure, complete","2002","44","15"
"Estonia","2000","Total","Male","Jehovah Witness","Census - de jure - complete tabulation","Final figure, complete","2002","1064","15"
"Estonia","2000","Total","Male","Judaism","Census - de jure - complete tabulation","Final figure, complete","2002","125","15"
"Estonia","2000","Total","Male","Lutheran","Census - de jure - complete tabulation","Final figure, complete","2002","48901","15"
"Estonia","2000","Total","Male","Methodist","Census - de jure - complete tabulation","Final figure, complete","2002","437","15"
"Estonia","2000","Total","Male","Mormon","Census - de jure - complete tabulation","Final figure, complete","2002","68","15"
"Estonia","2000","Total","Male","Muslim","Census - de jure - complete tabulation","Final figure, complete","2002","719","15"
"Estonia","2000","Total","Male","Old Believers","Census - de jure - complete tabulation","Final figure, complete","2002","1018","15"
"Estonia","2000","Total","Male","Orthodox","Census - de jure - complete tabulation","Final figure, complete","2002","49843","15"
"Estonia","2000","Total","Male","Pentecostal","Census - de jure - complete tabulation","Final figure, complete","2002","965","15"
"Estonia","2000","Total","Male","Roman Catholic","Census - de jure - complete tabulation","Final figure, complete","2002","2264","15"
"Estonia","2000","Total","Male","Other Apostolic Churches","Census - de jure - complete tabulation","Final figure, complete","2002","37","15"
"Estonia","2000","Total","Male","Other Christians","Census - de jure - complete tabulation","Final figure, complete","2002","482","15"
"Estonia","2000","Total","Male","Other Religions","Census - de jure - complete tabulation","Final figure, complete","2002","912","15"
"Estonia","2000","Total","Male","Refused to answer","Census - de jure - complete tabulation","Final figure, complete","2002","42256","15"
"Estonia","2000","Total","Male","No Religion","Census - de jure - complete tabulation","Final figure, complete","2002","189806","15"
"Estonia","2000","Total","Male","Not Specified","Census - de jure - complete tabulation","Final figure, complete","2002","71698","15"
"Estonia","2000","Total","Male","Charismatic Episcopal Church","Census - de jure - complete tabulation","Final figure, complete","2002","22","15"
"Estonia","2000","Total","Male","Taara or Earth Believer","Census - de jure - complete tabulation","Final figure, complete","2002","688","15"
"Estonia","2000","Total","Male","Christian Free Congregations","Census - de jure - complete tabulation","Final figure, complete","2002","69","15"
"Estonia","2000","Total","Male","Unknown","Census - de jure - complete tabulation","Final figure, complete","2002","49809","15"
"Estonia","2000","Total","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2002","617203","15"
"Estonia","2000","Total","Female","Adventist","Census - de jure - complete tabulation","Final figure, complete","2002","1053","15"
"Estonia","2000","Total","Female","Apostolic","Census - de jure - complete tabulation","Final figure, complete","2002","152","15"
"Estonia","2000","Total","Female","Atheist","Census - de jure - complete tabulation","Final figure, complete","2002","28233","15"
"Estonia","2000","Total","Female","Baptist","Census - de jure - complete tabulation","Final figure, complete","2002","4282","15"
"Estonia","2000","Total","Female","Buddhist","Census - de jure - complete tabulation","Final figure, complete","2002","279","15"
"Estonia","2000","Total","Female","Congregational","Census - de jure - complete tabulation","Final figure, complete","2002","185","15"
"Estonia","2000","Total","Female","Full Gospel Church","Census - de jure - complete tabulation","Final figure, complete","2002","129","15"
"Estonia","2000","Total","Female","Hindu","Census - de jure - complete tabulation","Final figure, complete","2002","46","15"
"Estonia","2000","Total","Female","Jehovah Witness","Census - de jure - complete tabulation","Final figure, complete","2002","2759","15"
"Estonia","2000","Total","Female","Judaism","Census - de jure - complete tabulation","Final figure, complete","2002","132","15"
"Estonia","2000","Total","Female","Lutheran","Census - de jure - complete tabulation","Final figure, complete","2002","103336","15"
"Estonia","2000","Total","Female","Methodist","Census - de jure - complete tabulation","Final figure, complete","2002","1018","15"
"Estonia","2000","Total","Female","Mormon","Census - de jure - complete tabulation","Final figure, complete","2002","60","15"
"Estonia","2000","Total","Female","Muslim","Census - de jure - complete tabulation","Final figure, complete","2002","668","15"
"Estonia","2000","Total","Female","Old Believers","Census - de jure - complete tabulation","Final figure, complete","2002","1497","15"
"Estonia","2000","Total","Female","Orthodox","Census - de jure - complete tabulation","Final figure, complete","2002","93711","15"
"Estonia","2000","Total","Female","Pentecostal","Census - de jure - complete tabulation","Final figure, complete","2002","1683","15"
"Estonia","2000","Total","Female","Roman Catholic","Census - de jure - complete tabulation","Final figure, complete","2002","3481","15"
"Estonia","2000","Total","Female","Other Apostolic Churches","Census - de jure - complete tabulation","Final figure, complete","2002","20","15"
"Estonia","2000","Total","Female","Other Christians","Census - de jure - complete tabulation","Final figure, complete","2002","784","15"
"Estonia","2000","Total","Female","Other Religions","Census - de jure - complete tabulation","Final figure, complete","2002","1390","15"
"Estonia","2000","Total","Female","Refused to answer","Census - de jure - complete tabulation","Final figure, complete","2002","47435","15"
"Estonia","2000","Total","Female","No Religion","Census - de jure - complete tabulation","Final figure, complete","2002","192105","15"
"Estonia","2000","Total","Female","Not Specified","Census - de jure - complete tabulation","Final figure, complete","2002","91606","15"
"Estonia","2000","Total","Female","Charismatic Episcopal Church","Census - de jure - complete tabulation","Final figure, complete","2002","39","15"
"Estonia","2000","Total","Female","Taara or Earth Believer","Census - de jure - complete tabulation","Final figure, complete","2002","370","15"
"Estonia","2000","Total","Female","Christian Free Congregations","Census - de jure - complete tabulation","Final figure, complete","2002","154","15"
"Estonia","2000","Total","Female","Unknown","Census - de jure - complete tabulation","Final figure, complete","2002","40488","15"
"Ethiopia","2007","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2010","73750932",""
"Ethiopia","2007","Total","Both Sexes","Catholic","Census - de facto - complete tabulation","Final figure, complete","2010","532187",""
"Ethiopia","2007","Total","Both Sexes","Muslim","Census - de facto - complete tabulation","Final figure, complete","2010","25037646",""
"Ethiopia","2007","Total","Both Sexes","Orthodox","Census - de facto - complete tabulation","Final figure, complete","2010","32092182",""
"Ethiopia","2007","Total","Both Sexes","Protestant","Census - de facto - complete tabulation","Final figure, complete","2010","13661588",""
"Ethiopia","2007","Total","Both Sexes","Traditional","Census - de facto - complete tabulation","Final figure, complete","2010","1956647",""
"Ethiopia","2007","Total","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2010","470682",""
"Ethiopia","2007","Total","Male","Total","Census - de facto - complete tabulation","Final figure, complete","2010","37217130",""
"Ethiopia","2007","Total","Male","Catholic","Census - de facto - complete tabulation","Final figure, complete","2010","266724",""
"Ethiopia","2007","Total","Male","Muslim","Census - de facto - complete tabulation","Final figure, complete","2010","12908092",""
"Ethiopia","2007","Total","Male","Orthodox","Census - de facto - complete tabulation","Final figure, complete","2010","16028939",""
"Ethiopia","2007","Total","Male","Protestant","Census - de facto - complete tabulation","Final figure, complete","2010","6773540",""
"Ethiopia","2007","Total","Male","Traditional","Census - de facto - complete tabulation","Final figure, complete","2010","994255",""
"Ethiopia","2007","Total","Male","Other","Census - de facto - complete tabulation","Final figure, complete","2010","245580",""
"Ethiopia","2007","Total","Female","Total","Census - de facto - complete tabulation","Final figure, complete","2010","36533802",""
"Ethiopia","2007","Total","Female","Catholic","Census - de facto - complete tabulation","Final figure, complete","2010","265463",""
"Ethiopia","2007","Total","Female","Muslim","Census - de facto - complete tabulation","Final figure, complete","2010","12129554",""
"Ethiopia","2007","Total","Female","Orthodox","Census - de facto - complete tabulation","Final figure, complete","2010","16063243",""
"Ethiopia","2007","Total","Female","Protestant","Census - de facto - complete tabulation","Final figure, complete","2010","6888048",""
"Ethiopia","2007","Total","Female","Traditional","Census - de facto - complete tabulation","Final figure, complete","2010","962392",""
"Ethiopia","2007","Total","Female","Other","Census - de facto - complete tabulation","Final figure, complete","2010","225102",""
"Falkland Islands (Malvinas)","2006","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2009","2955","20"
"Falkland Islands (Malvinas)","2006","Total","Both Sexes","Baha'i","Census - de facto - complete tabulation","Final figure, complete","2009","12","20"
"Falkland Islands (Malvinas)","2006","Total","Both Sexes","Buddhist","Census - de facto - complete tabulation","Final figure, complete","2009","5","20"
"Falkland Islands (Malvinas)","2006","Total","Both Sexes","Christian","Census - de facto - complete tabulation","Final figure, complete","2009","1985","20"
"Falkland Islands (Malvinas)","2006","Total","Both Sexes","Hindu","Census - de facto - complete tabulation","Final figure, complete","2009","9","20"
"Falkland Islands (Malvinas)","2006","Total","Both Sexes","Jewish","Census - de facto - complete tabulation","Final figure, complete","2009","1","20"
"Falkland Islands (Malvinas)","2006","Total","Both Sexes","Muslim","Census - de facto - complete tabulation","Final figure, complete","2009","9","20"
"Falkland Islands (Malvinas)","2006","Total","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2009","11","20"
"Falkland Islands (Malvinas)","2006","Total","Both Sexes","None","Census - de facto - complete tabulation","Final figure, complete","2009","931","20"
"Fiji","2007","Total","Both Sexes","Anglican","Census - de facto - complete tabulation","Final figure, complete","2007","6313",""
"Fiji","2007","Total","Both Sexes","Assembly of God","Census - de facto - complete tabulation","Final figure, complete","2007","47778",""
"Fiji","2007","Total","Both Sexes","Catholic","Census - de facto - complete tabulation","Final figure, complete","2007","76433",""
"Fiji","2007","Total","Both Sexes","Hindu","Census - de facto - complete tabulation","Final figure, complete","2007","233393",""
"Fiji","2007","Total","Both Sexes","Methodist","Census - de facto - complete tabulation","Final figure, complete","2007","289923",""
"Fiji","2007","Total","Both Sexes","Muslim","Census - de facto - complete tabulation","Final figure, complete","2007","52520",""
"Fiji","2007","Total","Both Sexes","Seventh Day Adventist","Census - de facto - complete tabulation","Final figure, complete","2007","32308",""
"Fiji","2007","Total","Both Sexes","Sikh","Census - de facto - complete tabulation","Final figure, complete","2007","2577",""
"Fiji","2007","Total","Both Sexes","Other Christians","Census - de facto - complete tabulation","Final figure, complete","2007","86781",""
"Fiji","2007","Total","Both Sexes","Other Religions","Census - de facto - complete tabulation","Final figure, complete","2007","2172",""
"Fiji","2007","Total","Both Sexes","No Religion","Census - de facto - complete tabulation","Final figure, complete","2007","7073",""
"Fiji","1996","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2003","775077",""
"Fiji","1996","Total","Both Sexes","Christian","Census - de facto - complete tabulation","Final figure, complete","2003","449482",""
"Fiji","1996","Total","Both Sexes","Hindu","Census - de facto - complete tabulation","Final figure, complete","2003","264173",""
"Fiji","1996","Total","Both Sexes","Muslim","Census - de facto - complete tabulation","Final figure, complete","2003","54323",""
"Fiji","1996","Total","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2003","7099",""
"Finland","2010","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2011","5375276",""
"Finland","2010","Total","Both Sexes","Adventist","Census - de jure - complete tabulation","Final figure, complete","2011","3648",""
"Finland","2010","Total","Both Sexes","Baha'i","Census - de jure - complete tabulation","Final figure, complete","2011","568",""
"Finland","2010","Total","Both Sexes","Baptist","Census - de jure - complete tabulation","Final figure, complete","2011","2356",""
"Finland","2010","Total","Both Sexes","Catholic","Census - de jure - complete tabulation","Final figure, complete","2011","10640",""
"Finland","2010","Total","Both Sexes","Christian","Census - de jure - complete tabulation","Final figure, complete","2011","10",""
"Finland","2010","Total","Both Sexes","Free Church in Finland","Census - de jure - complete tabulation","Final figure, complete","2011","14485",""
"Finland","2010","Total","Both Sexes","Islam ","Census - de jure - complete tabulation","Final figure, complete","2011","9393",""
"Finland","2010","Total","Both Sexes","Jehovah Witness","Census - de jure - complete tabulation","Final figure, complete","2011","19094",""
"Finland","2010","Total","Both Sexes","Jewish","Census - de jure - complete tabulation","Final figure, complete","2011","1208",""
"Finland","2010","Total","Both Sexes","Latter Day Saints","Census - de jure - complete tabulation","Final figure, complete","2011","3225",""
"Finland","2010","Total","Both Sexes","Lutheran","Census - de jure - complete tabulation","Final figure, complete","2011","4207192",""
"Finland","2010","Total","Both Sexes","Methodist","Census - de jure - complete tabulation","Final figure, complete","2011","1301",""
"Finland","2010","Total","Both Sexes","Orthodox","Census - de jure - complete tabulation","Final figure, complete","2011","58449",""
"Finland","2010","Total","Both Sexes","Other Lutheran Churches","Census - de jure - complete tabulation","Final figure, complete","2011","7573",""
"Finland","2010","Total","Both Sexes","Other Orthodox Churches","Census - de jure - complete tabulation","Final figure, complete","2011","2402",""
"Finland","2010","Total","Both Sexes","Other Religions","Census - de jure - complete tabulation","Final figure, complete","2011","1303",""
"Finland","2010","Total","Both Sexes","No Religion","Census - de jure - complete tabulation","Final figure, complete","2011","1032429",""
"Finland","2010","Total","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2011","2638416",""
"Finland","2010","Total","Male","Adventist","Census - de jure - complete tabulation","Final figure, complete","2011","1520",""
"Finland","2010","Total","Male","Baha'i","Census - de jure - complete tabulation","Final figure, complete","2011","274",""
"Finland","2010","Total","Male","Baptist","Census - de jure - complete tabulation","Final figure, complete","2011","1106",""
"Finland","2010","Total","Male","Catholic","Census - de jure - complete tabulation","Final figure, complete","2011","5097",""
"Finland","2010","Total","Male","Christian","Census - de jure - complete tabulation","Final figure, complete","2011","7",""
"Finland","2010","Total","Male","Free Church in Finland","Census - de jure - complete tabulation","Final figure, complete","2011","6644",""
"Finland","2010","Total","Male","Islam ","Census - de jure - complete tabulation","Final figure, complete","2011","5132",""
"Finland","2010","Total","Male","Jehovah Witness","Census - de jure - complete tabulation","Final figure, complete","2011","8227",""
"Finland","2010","Total","Male","Jewish","Census - de jure - complete tabulation","Final figure, complete","2011","616",""
"Finland","2010","Total","Male","Latter Day Saints","Census - de jure - complete tabulation","Final figure, complete","2011","1498",""
"Finland","2010","Total","Male","Lutheran","Census - de jure - complete tabulation","Final figure, complete","2011","1986310",""
"Finland","2010","Total","Male","Methodist","Census - de jure - complete tabulation","Final figure, complete","2011","658",""
"Finland","2010","Total","Male","Orthodox","Census - de jure - complete tabulation","Final figure, complete","2011","25924",""
"Finland","2010","Total","Male","Other Lutheran Churches","Census - de jure - complete tabulation","Final figure, complete","2011","3295",""
"Finland","2010","Total","Male","Other Orthodox Churches","Census - de jure - complete tabulation","Final figure, complete","2011","1000",""
"Finland","2010","Total","Male","Other Religions","Census - de jure - complete tabulation","Final figure, complete","2011","554",""
"Finland","2010","Total","Male","No Religion","Census - de jure - complete tabulation","Final figure, complete","2011","590554",""
"Finland","2010","Total","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2011","2736860",""
"Finland","2010","Total","Female","Adventist","Census - de jure - complete tabulation","Final figure, complete","2011","2128",""
"Finland","2010","Total","Female","Baha'i","Census - de jure - complete tabulation","Final figure, complete","2011","294",""
"Finland","2010","Total","Female","Baptist","Census - de jure - complete tabulation","Final figure, complete","2011","1250",""
"Finland","2010","Total","Female","Catholic","Census - de jure - complete tabulation","Final figure, complete","2011","5543",""
"Finland","2010","Total","Female","Christian","Census - de jure - complete tabulation","Final figure, complete","2011","3",""
"Finland","2010","Total","Female","Free Church in Finland","Census - de jure - complete tabulation","Final figure, complete","2011","7841",""
"Finland","2010","Total","Female","Islam ","Census - de jure - complete tabulation","Final figure, complete","2011","4261",""
"Finland","2010","Total","Female","Jehovah Witness","Census - de jure - complete tabulation","Final figure, complete","2011","10867",""
"Finland","2010","Total","Female","Jewish","Census - de jure - complete tabulation","Final figure, complete","2011","592",""
"Finland","2010","Total","Female","Latter Day Saints","Census - de jure - complete tabulation","Final figure, complete","2011","1727",""
"Finland","2010","Total","Female","Lutheran","Census - de jure - complete tabulation","Final figure, complete","2011","2220882",""
"Finland","2010","Total","Female","Methodist","Census - de jure - complete tabulation","Final figure, complete","2011","643",""
"Finland","2010","Total","Female","Orthodox","Census - de jure - complete tabulation","Final figure, complete","2011","32525",""
"Finland","2010","Total","Female","Other Lutheran Churches","Census - de jure - complete tabulation","Final figure, complete","2011","4278",""
"Finland","2010","Total","Female","Other Orthodox Churches","Census - de jure - complete tabulation","Final figure, complete","2011","1402",""
"Finland","2010","Total","Female","Other Religions","Census - de jure - complete tabulation","Final figure, complete","2011","749",""
"Finland","2010","Total","Female","No Religion","Census - de jure - complete tabulation","Final figure, complete","2011","441875",""
"Finland","2010","Urban","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2011","3662915",""
"Finland","2010","Urban","Both Sexes","Adventist","Census - de jure - complete tabulation","Final figure, complete","2011","2503",""
"Finland","2010","Urban","Both Sexes","Baha'i","Census - de jure - complete tabulation","Final figure, complete","2011","504",""
"Finland","2010","Urban","Both Sexes","Baptist","Census - de jure - complete tabulation","Final figure, complete","2011","1259",""
"Finland","2010","Urban","Both Sexes","Catholic","Census - de jure - complete tabulation","Final figure, complete","2011","9645",""
"Finland","2010","Urban","Both Sexes","Christian","Census - de jure - complete tabulation","Final figure, complete","2011","10",""
"Finland","2010","Urban","Both Sexes","Free Church in Finland","Census - de jure - complete tabulation","Final figure, complete","2011","9495",""
"Finland","2010","Urban","Both Sexes","Islam ","Census - de jure - complete tabulation","Final figure, complete","2011","9059",""
"Finland","2010","Urban","Both Sexes","Jehovah Witness","Census - de jure - complete tabulation","Final figure, complete","2011","12766",""
"Finland","2010","Urban","Both Sexes","Jewish","Census - de jure - complete tabulation","Final figure, complete","2011","1164",""
"Finland","2010","Urban","Both Sexes","Latter Day Saints","Census - de jure - complete tabulation","Final figure, complete","2011","2730",""
"Finland","2010","Urban","Both Sexes","Lutheran","Census - de jure - complete tabulation","Final figure, complete","2011","2733552",""
"Finland","2010","Urban","Both Sexes","Methodist","Census - de jure - complete tabulation","Final figure, complete","2011","1053",""
"Finland","2010","Urban","Both Sexes","Orthodox","Census - de jure - complete tabulation","Final figure, complete","2011","41974",""
"Finland","2010","Urban","Both Sexes","Other Lutheran Churches","Census - de jure - complete tabulation","Final figure, complete","2011","5865",""
"Finland","2010","Urban","Both Sexes","Other Orthodox Churches","Census - de jure - complete tabulation","Final figure, complete","2011","2304",""
"Finland","2010","Urban","Both Sexes","Other Religions","Census - de jure - complete tabulation","Final figure, complete","2011","1088",""
"Finland","2010","Urban","Both Sexes","No Religion","Census - de jure - complete tabulation","Final figure, complete","2011","827944",""
"Finland","2010","Urban","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2011","1777697",""
"Finland","2010","Urban","Male","Adventist","Census - de jure - complete tabulation","Final figure, complete","2011","1031",""
"Finland","2010","Urban","Male","Baha'i","Census - de jure - complete tabulation","Final figure, complete","2011","243",""
"Finland","2010","Urban","Male","Baptist","Census - de jure - complete tabulation","Final figure, complete","2011","586",""
"Finland","2010","Urban","Male","Catholic","Census - de jure - complete tabulation","Final figure, complete","2011","4637",""
"Finland","2010","Urban","Male","Christian","Census - de jure - complete tabulation","Final figure, complete","2011","7",""
"Finland","2010","Urban","Male","Free Church in Finland","Census - de jure - complete tabulation","Final figure, complete","2011","4285",""
"Finland","2010","Urban","Male","Islam ","Census - de jure - complete tabulation","Final figure, complete","2011","4947",""
"Finland","2010","Urban","Male","Jehovah Witness","Census - de jure - complete tabulation","Final figure, complete","2011","5446",""
"Finland","2010","Urban","Male","Jewish","Census - de jure - complete tabulation","Final figure, complete","2011","593",""
"Finland","2010","Urban","Male","Latter Day Saints","Census - de jure - complete tabulation","Final figure, complete","2011","1254",""
"Finland","2010","Urban","Male","Lutheran","Census - de jure - complete tabulation","Final figure, complete","2011","1263207",""
"Finland","2010","Urban","Male","Methodist","Census - de jure - complete tabulation","Final figure, complete","2011","530",""
"Finland","2010","Urban","Male","Orthodox","Census - de jure - complete tabulation","Final figure, complete","2011","18090",""
"Finland","2010","Urban","Male","Other Lutheran Churches","Census - de jure - complete tabulation","Final figure, complete","2011","2524",""
"Finland","2010","Urban","Male","Other Orthodox Churches","Census - de jure - complete tabulation","Final figure, complete","2011","954",""
"Finland","2010","Urban","Male","Other Religions","Census - de jure - complete tabulation","Final figure, complete","2011","447",""
"Finland","2010","Urban","Male","No Religion","Census - de jure - complete tabulation","Final figure, complete","2011","468916",""
"Finland","2010","Urban","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2011","1885218",""
"Finland","2010","Urban","Female","Adventist","Census - de jure - complete tabulation","Final figure, complete","2011","1472",""
"Finland","2010","Urban","Female","Baha'i","Census - de jure - complete tabulation","Final figure, complete","2011","261",""
"Finland","2010","Urban","Female","Baptist","Census - de jure - complete tabulation","Final figure, complete","2011","673",""
"Finland","2010","Urban","Female","Catholic","Census - de jure - complete tabulation","Final figure, complete","2011","5008",""
"Finland","2010","Urban","Female","Christian","Census - de jure - complete tabulation","Final figure, complete","2011","3",""
"Finland","2010","Urban","Female","Free Church in Finland","Census - de jure - complete tabulation","Final figure, complete","2011","5210",""
"Finland","2010","Urban","Female","Islam ","Census - de jure - complete tabulation","Final figure, complete","2011","4112",""
"Finland","2010","Urban","Female","Jehovah Witness","Census - de jure - complete tabulation","Final figure, complete","2011","7320",""
"Finland","2010","Urban","Female","Jewish","Census - de jure - complete tabulation","Final figure, complete","2011","571",""
"Finland","2010","Urban","Female","Latter Day Saints","Census - de jure - complete tabulation","Final figure, complete","2011","1476",""
"Finland","2010","Urban","Female","Lutheran","Census - de jure - complete tabulation","Final figure, complete","2011","1470345",""
"Finland","2010","Urban","Female","Methodist","Census - de jure - complete tabulation","Final figure, complete","2011","523",""
"Finland","2010","Urban","Female","Orthodox","Census - de jure - complete tabulation","Final figure, complete","2011","23884",""
"Finland","2010","Urban","Female","Other Lutheran Churches","Census - de jure - complete tabulation","Final figure, complete","2011","3341",""
"Finland","2010","Urban","Female","Other Orthodox Churches","Census - de jure - complete tabulation","Final figure, complete","2011","1350",""
"Finland","2010","Urban","Female","Other Religions","Census - de jure - complete tabulation","Final figure, complete","2011","641",""
"Finland","2010","Urban","Female","No Religion","Census - de jure - complete tabulation","Final figure, complete","2011","359028",""
"Finland","2010","Rural","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2011","1712361",""
"Finland","2010","Rural","Both Sexes","Adventist","Census - de jure - complete tabulation","Final figure, complete","2011","1145",""
"Finland","2010","Rural","Both Sexes","Baha'i","Census - de jure - complete tabulation","Final figure, complete","2011","64",""
"Finland","2010","Rural","Both Sexes","Baptist","Census - de jure - complete tabulation","Final figure, complete","2011","1097",""
"Finland","2010","Rural","Both Sexes","Catholic","Census - de jure - complete tabulation","Final figure, complete","2011","995",""
"Finland","2010","Rural","Both Sexes","Christian","Census - de jure - complete tabulation","Final figure, complete","2011","0",""
"Finland","2010","Rural","Both Sexes","Free Church in Finland","Census - de jure - complete tabulation","Final figure, complete","2011","4990",""
"Finland","2010","Rural","Both Sexes","Islam ","Census - de jure - complete tabulation","Final figure, complete","2011","334",""
"Finland","2010","Rural","Both Sexes","Jehovah Witness","Census - de jure - complete tabulation","Final figure, complete","2011","6328",""
"Finland","2010","Rural","Both Sexes","Jewish","Census - de jure - complete tabulation","Final figure, complete","2011","44",""
"Finland","2010","Rural","Both Sexes","Latter Day Saints","Census - de jure - complete tabulation","Final figure, complete","2011","495",""
"Finland","2010","Rural","Both Sexes","Lutheran","Census - de jure - complete tabulation","Final figure, complete","2011","1473640",""
"Finland","2010","Rural","Both Sexes","Methodist","Census - de jure - complete tabulation","Final figure, complete","2011","248",""
"Finland","2010","Rural","Both Sexes","Orthodox","Census - de jure - complete tabulation","Final figure, complete","2011","16475",""
"Finland","2010","Rural","Both Sexes","Other Lutheran Churches","Census - de jure - complete tabulation","Final figure, complete","2011","1708",""
"Finland","2010","Rural","Both Sexes","Other Orthodox Churches","Census - de jure - complete tabulation","Final figure, complete","2011","98",""
"Finland","2010","Rural","Both Sexes","Other Religions","Census - de jure - complete tabulation","Final figure, complete","2011","215",""
"Finland","2010","Rural","Both Sexes","No Religion","Census - de jure - complete tabulation","Final figure, complete","2011","204485",""
"Finland","2010","Rural","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2011","860719",""
"Finland","2010","Rural","Male","Adventist","Census - de jure - complete tabulation","Final figure, complete","2011","489",""
"Finland","2010","Rural","Male","Baha'i","Census - de jure - complete tabulation","Final figure, complete","2011","31",""
"Finland","2010","Rural","Male","Baptist","Census - de jure - complete tabulation","Final figure, complete","2011","520",""
"Finland","2010","Rural","Male","Catholic","Census - de jure - complete tabulation","Final figure, complete","2011","460",""
